review,rating,sentimen,review_clean
"Do not buy more than one product here .. There would be sent home. Their weapons invoice, they tick all but the reply is sent only partially. If you complain, shopee not be aligned to the buyer. Although buyers attach a photo. Very blessing, and the buyer will lose.",1.0,negatif,not buy one product would sent home weapons invoice tick reply sent partially complain shopee not aligned buyer although buyers attach photo blessing buyer lose
"The message 4 Submitted 3 asked responsibility Gaada responsibilities, really complicated. I am sincere, may blessing yes sustenance diterima??",1.0,negatif,message submitted asked responsibility gaada responsibilities really complicated sincere may blessing yes sustenance terima
As little in the flesh. Those on the cover just love eating pouch NOTHING !!!,1.0,negatif,little flesh cover love eating pouch nothing
Good value for money,4.0,positif,good value money
udah berkali2 pesennn.. enakk,5.0,positif,kali sen enakk
Now Apple is secretly xs 11. reflector it.,1.0,negatif,apple secretly xs reflector
Damaged gx can be used .. HRGA cost brrti mmng morbidly mnjamin brngny bgus ..,1.0,negatif,damaged gx used hrga cost brrti mmng morbidly mnjamin brngny bgus
Awesome awesome speed of the ship's delivery speed fabulous quality of goods,4.0,positif,awesome awesome speed ship delivery speed fabulous quality goods
"non-alkohol, minuman soda yang enak",5.0,positif,non alkohol minum soda enak
Expiry date of 16 August ... nyampe the 17th ??,5.0,positif,expiry date august nyampe th
"Nkakadismaya given me .. mali yung unit item .. Excited na ako, na pla eldest mgagamit .. Zero star!",1.0,negatif,nkakadismaya given mal yung unit item excited na ako na pla eldest mgagamit zero star
smpe crooked,1.0,negatif,smpe crooked
Gmnasi ko klungnya Gaada,1.0,negatif,gmnasi ko klungnya gaada
jbl jbl message instead cover but its content brands vivo,2.0,negatif,jbl jbl message instead cover content brands vivo
Long useless Moroccan oil the first time to buy a small can with ?? thank the seller shipped quickly to buy a small can also be attached bag,5.0,positif,long useless moroccan oil first time buy small thank seller shipped quickly buy small also attached bag
"Packaging 3harian take super long, so be advised if for sale yet thought-think it again.",1.0,negatif,packaging hari take super long advised sale yet thought think
Excellent product quality excellent product price is very good delivery speed is very good seller's response,4.0,positif,excellent product quality excellent product price good delivery speed good seller response
Quality is very good book tp dear old delivery (not Dr. ekpedisinya) please improved lg ya mas ministry,2.0,negatif,quality good book dear old delivery not ekpedisinya please improved lg mas ministry
Her mask until sisst dah .. bgeet krn long Indeed it was a mistake from JNE not want trying to tel me dlu nanya benchmark nyaa home .... Thx dah yaa sisst wa me to want to help confirm JNE to nyaa,2.0,negatif,mask sisst dah bgeet long indeed mistake jne not want trying tel dlu nanya benchmark nyaa home thx dah yaa sisst wa want help confirm jne nyaa
Hopefully suitable yaaaaaaaaaa baikkk seller shipped to order,5.0,positif,hopefully suitable baik seller shipped order
"Works well BUT how come black becomes red???  Suggestion: Seller should consult the buyer first before shipping the product.  Thus, be extra careful in checking its details before placing it in the courier bag. Bad customer service will never flourish a business.",2.0,negatif,works well come black becomes red suggestion seller consult buyer first shipping product thus extra careful checking details placing courier bag bad customer service never flourish business
Ukuranya bsar bgt kok ki ukuranya ya..standar mn ..,2.0,negatif,ukuranya bsar banget kok ki ukuranya standar mn
GOODS SENT IN NICE AND CHECKS BEFORE HIM AGAIN trimakasih,5.0,positif,goods sent nice checks trimakasih
Those beautiful items but lack one. That time is the super I test ..double na yung isa pero he lacks is less than the missing item,1.0,negatif,beautiful items lack one time super test double na yung isa pero lacks less missing item
Suitable for use on a battlefield. Dusty and me Good tight Page,5.0,positif,suitable use battlefield dusty good tight page
This it gave no peeling foot care Chag bottle still effective k at first nothing very poor product quality,1.0,negatif,gave no peeling foot care chag bottle still effective first nothing poor product quality
Alhamdulillah prime order .. goods have to gaeeesss ... Gooddd ... Despite being thin according to the price .. helpful sangaat .... Alhamdulillah prime order .. goods have to gaeeesss ... Gooddd ... Although thin match the price .. helpful sangaat,4.0,positif,alhamdulillah prime order goods gaes good despite thin according price helpful sangaat alhamdulillah prime order goods gaes good although thin match price helpful sangaat
disappointed,1.0,negatif,disappointed
The product quality is excellent. The original product.,5.0,positif,product quality excellent original product
"Nice plants. Lush. Satisfied shopping here. The delivery time is also fitted, so barngnya not until nginap2 long expedition. Thanks.",4.0,positif,nice plants lush satisfied shopping delivery time also fitted barngnya not nginap long expedition thanks
Not recommended....Kualitasnya jelek.. cuminya hitam..yg berbentuk cumi utuh dikit...??,1.0,negatif,not recommended kualitas jelek cuminya hitam bentuk cumi utuh dikit
"It is not used to waiting alas, Umaaay!",1.0,negatif,not used waiting alas umay
Very disappointed item...order rubber shoes dumating damit...,1.0,negatif,disappointed item order rubber shoes dumating damit
The product quality is excellent. The original product. The product price is very good. Delivery speed is very good.,5.0,positif,product quality excellent original product product price good delivery speed good
The lid is loose.seller not feedback when i complain,1.0,negatif,lid loose seller not feedback complain
Shovel thin but ok household,2.0,negatif,shovel thin household
"Thanks sis, goods arrived, nice wahh bngt I love it ,,",4.0,positif,thanks sis goods arrived nice wahh bngt love
"items received in great condition and very well packaged. also fragrant and delicious frothy Iligo kc, yun lng xa easily depleted. But overall, I'm happy kc s product for washing delicate, frothy and nakakairitate skin especially on my kids.",5.0,positif,items received great condition well packaged also fragrant delicious frothy iligo kc yun lng xa easily depleted overall happy kc product washing delicate frothy nakakairitate skin especially kids
Product packaging is very beautiful and definitely excellent product quality,5.0,positif,product packaging beautiful definitely excellent product quality
Walaupun judulnya curah tapi cukup lah buat taburan diatas makanan. Wangi lagi..,5.0,positif,walaupun judul curah cukup lah buat tabur atas makan wangi
"Original product, delivery is fast, secure packagingnya bangeett",5.0,positif,original product delivery fast secure packagingnya bangeett
"Also, do not use it However, this sensitivity rating Package cute. A small tube Suitable for use any time Overall it's a very",4.0,positif,also not use however sensitivity rating package cute small tube suitable use time overall
"For this product depending sorry bener2 sm gk gbrnya .. narrow binding could be using, pdhl sy BYK create djual buy lg, gk jd selling bear sy ... Sy often order headscarf For djual lg, rekomended nice .. but this purchase without clay REVIEWnya but the result is not good discrepant fig .. sayang bgt ..",2.0,negatif,product depending sorry bener sm tidak gbrnya narrow binding could using pdhl banyak create djual buy lg tidak jadi selling bear often order headscarf djual lg rekomended nice purchase without clay reviewnya result not good discrepant fig sayang banget
"Small ""boss",1.0,negatif,small boss
" Excellent quality Well-packaged Item shipped immediately .. differ pic and I got her box ko.labas unlike in pic skin as she and wallet design .. To my dismay, gift cup, I hope .. Looks like another teenager style out .. ah Kaloka to order online ..",2.0,negatif,excellent quality well packaged item shipped immediately differ pic got box ko labas unlike pic skin wallet design dismay gift cup hope looks like another teenager style ah kaloka order online
"Poor quality, bought about 2 times that damaged spend not used anymore",1.0,negatif,poor quality bought times damaged spend not used anymore
Awesome awesome quality goods CP value awesome service,4.0,positif,awesome awesome quality goods cp value awesome service
